comment,num_of_likes,reply_count
I love seeing the beauty and mystery of our pyramids being appreciated in such a unique The effort and dedication,204,0
Is the video really I want the greatest video in the history,194,0
As an this is the first time I have seen or heard about the things inside the it is You are,189,0
remarkable about Egypt is that it has all kinds of natural healing and a simple,189,0
as an Egyptian is the first time to see what inside the IT IS THE BEST VIDEO YOU HAVE EVER,185,0
Brazilian and I was inside the and other egyptian constructions in I love Egypt,181,0
have you ever heard about brain eating just,181,0
He is not just Zahi He is a living legend Professor Zahi Hawas Is a living legend The most important archaeologist of all time,181,0
This was such an incredible adventure to I love seeing the beauty and mystery of our pyramids being appreciated in such a unique The effort and dedication you and your team put into this experience are truly,177,0
why bro is diving in still water,175,0
still water,175,0
As an Egyptian that have been to the pyramids before this is the first time to see or hear about these magical things shown in this the best video that really shows how great the pyramids because some people just try to fit the mold,173,0
Proud to be,169,0
Zahi going back for that gold,166,0
We need an extended cut of this must be hours worth of cool content,163,0
Granmisterio te VM Granmisterio sends you,161,0
Easily the best Entertaining Educating,160,0
This is so I am so proud to be Egyptian so great that the biggest YouTuber on this platform is visiting it and showing the world how great and magical it is,157,0
this is the first time I have seen these stunning images inside the Thank you for your and welcome to the Mother of the the source of,156,0
This is really I am very proud to be so great that the biggest YouTuber on this platform is visiting and showing the world how great and magical it,156,0
Next video I bought a property in,156,0
This is not an it is simply hype,153,0
I am Egyptian and I am proud,149,0
ESCRIBE,147,0
Imagine being such a big content creator that instead of shouting out singular people you just shoutout entire,144,0
Egypt is not only great in the Every street in Egypt is great and amazing and has a great Egypt exports beauty to the world,143,0
the top videos are always made in,143,0
I love your video am a student and I have always been interested in learning about the pyramids of ever since I studied about them in class I have always wanted to learn more about them and your video has been very helpful to Watching it and seeing the information inside was really Thank you very much for this video,141,0
Anyone here TYSM IVE NEVR GOTTEN THISSS,141,0
Ancient History is,137,0
who notice the creepy face,137,0
This is the first time seen and heard about the events depicted in the this is one of your best videos,137,0
This is actually an insane I mean they are always pretty crazy but this may take the Legendary stuff Loved seeing inside the tombs and the,133,0
I am really proud of the greatness of our ancient Egyptian Thank Welcome to it was a unique experience,133,0
I am really proud of the greatness of our ancient Egyptian Thank Welcome to it was a unique,132,0
and this is the first time seeing this magical footage inside our Thank you for this and you are welcome anytime in Egypt,131,0
Zahi def got that gold for himself,131,0
Doctor Zahi the GOAT,130,0
The pyramids are and Egyptians are friendly and welcoming to tourists and Great,128,0
I am from Egypt and from Thank We are honored to have you in,127,0
probably one of the best use of platform and resources hands down the best video ive ever seen,127,0
This is not an this is just hype entertainment,126,0
Egyptian and this is the first time to see this magical footage inside our thank you for this effort and you are welcome any time,126,0
i am egyptian and a gaming content am so proud of what mrbeast did thank you mrbeast for showing the greatness and history of egypt,125,0
who is ummati of Muhammad,124,0
Anyone here,124,0
and Zahi were,123,0
The sweetest Mister Basit in the world has enlightened Egypt,122,0
Salute to the always ahead of Fear is a thing of the past,121,0
still,119,0
Those Egyptian guides were so chill and Loved the humourous yet knowledgeable interaction,117,0
As an really proud to see our ancient history getting worldwide The Great Pyramids are truly a and this video showcases their magnificence Hope more people get inspired to visit Egypt and witness this incredible heritage firsthand,116,0
Gran Misterio greets Great video Mister,115,0
Doing what most and documenting it for the whole world to LOVE IT,113,0
All Egyptians are grateful to you for this wonderful video which will definitely promote Egyptian,110,0
I can actually imagine history teachers playing this video in class from now on when they are talking about the pyramids,108,0
Wish the video was much I wanna see This is the best video ever,107,0
so happy to sit in the corner of the room and see the pyramid thanks to Thank,105,0
Amazing I need to see the Great Pyramids in,102,0
If you can build a pyramid you can do anything I am proud to be Egyptian,102,0
The pyramids are impressive and the the egyptians are friendly and welcoming to guests and Great,101,0
Egypt is the land of magic,99,0
Love to see content about,98,0
Imagine how they were so skilled at building and construction that people thought they were aliens,97,0
I am very proud to be an a granddaughter of the greatest civilization in the,96,0
These egyptian dudes are,95,0
I am very proud of our ancient Egyptian Thank Welcome to it was a unique,90,0
What an EXCEPTIONAL Just,90,0
As an I am really proud of our ancient history,90,0
Definitely ONE of THE BEST VIDEOS on the Thanks for,89,0
That gold is getting dug out right when you leave lol,89,0
I need a sample of that water,88,0
I think this video brings out childish excitement in life for all,85,0
We want an episode on a space with,85,0
still water,81,0
this was even realize how fast the video flew totally hooked from start to way you bring history to life is just next Easily one of the best adventure videos,81,0
As an I have also been inside the pyramids but definitely not this deep and it was amazing being in there and I hope u enjoyed it as much as I did,80,0
Thank you for investing your money and power in such exciting I love,79,0
Nothing compares to the honor of belonging to Being descendants of this great civilization is the greatest pride of,75,0
I LOVE EXPLORATION He should totally make more of,75,0
We need an extended This is absolutely,75,0
This is only a small part of the beauty of there is so much to we hope for another video in,75,0
Ancient Egyptian builders were on another level,75,0
Be Aware There can Be Brain Eating Beast,73,0
This must of been a wonderful So many mysteries with the I wonder how tall ppl were when they built,72,0
still water,72,0
Best video in history Its mind,71,0
Egyptian and proud of,71,0
Fr I love being an Egyptian Thx for showing the world how beautiful Egypt is,70,0
Mrbeast is cupid HAHAHA,70,0
This was such an incredible adventure to As an I love seeing the beauty and mystery of our pyramids being appreciated in such a unique The effort and dedication you and your team put into this experience are truly Thanks for sharing this amazing journey with the world,70,0
Can we get hour long videos of historical adventures,68,0
This is so How the heck did you get permission to do,66,0
to pay the Egypt,66,0
I am and I must say that this is your best work This is,65,0
Who is watching this now,64,0
Playsation servers might be down but mrbeast delivery with a banger,64,0
Best Video Ever as a Egyptian I am so will Feastable launch in Egypt we are so hungry,63,0
Now thisis a content worth watching I wish it was longer,63,0
Missed a massive collaboration with Ancient,62,0
Egypt timeless endless Thank you for this,62,0
I love learning about cool you got to explore all of,62,0
Spending hours inside the pyramids is an adventure of a Your dedication to bringing us such unique content is truly,62,0
Egypt came and then history followed All the love from Libya,62,0
Egyptian And thank this you and the staff are welcome in Egypt,61,0
This is not a video this a history maker video,61,0
EGYPTIAN SO PROUD OF OUR INCREDIBLE HISTORY EGYPT HAS GIVEN SO MUCH TO THE FROM THE PYRAMIDS TO ANCIENT SCIENCE LOVE SEEING EGYPT GETTING THANK YOU FOR THIS NICE EXPERIENCE,61,0
still,60,0
This is Welcome to and welcome to all people from everywhere in the world,59,0
It is incredible how someone without any kind of power or important relationship in history can have access to a monument as historic as the Egyptian pyramids with only their,58,0
You are the best YouTuber in Greetings to you from Egypt,57,0
Wow awesome Thank you for this beautiful and challenging adventure,57,0
As an and someone that has been to the pyramids this is still one of the coolest things SHOUT OUT TO THE COPTIC ORTHODOX,56,0
I am proud to be Egyptian,55,0
As an this is the first time I see and hear about the things shown in this this is one of the best videos ever,54,0
still water,54,0
This ought to be so much more then just a Eagerly awaiting the futures unraveling info about these fantastic Xoxo,53,0
From algeria Egypte have a big culture I love it,53,0
I absolutely loved No more alien pyramids theory for the Egyptians that made the pyramids are,52,0
I felt proud to be an Egyptian from the land of the pharaohs This Video was the best tourist preacher in our dear Egypt,51,0
I felt extremely claustrophobic when Karl claimed he got stuck,51,0
As an this is the first time I see and hear about the things shown in this this is one of the best videos ever,51,0
Indians attendence,50,0
Anyone want to travel to Egypt after seeing,50,0
some one is gliding in the top right,50,0
I cant believe how strong you and your cast Literally the only people to do,49,0
Egypt is the mother of the one of the greatest civilisation,47,0
This is honestly I wish the video was longer and more in depth because of how amazing the pyramids are but still amazing footage,47,0
what do you mean,47,0
As an this is the first time I see and hear about the things shown in this this is one of the best videos ever,46,0
This is a complete selection to which is far superior to scrolling,46,0
Egypt is Its mystery astounds us The Egyptians were truly masterful creators of an ancient civilization and poetic in their ways of writing and The pyramids are a reminder of their power and strength in numbers,46,0
love Egypt and the civilization of Egypt,46,0
editing these videos bless your heart with the sound,46,0
been waiting with bated breath for this episode that you filmed at the Pyramids in What an exciting and amazing,45,0
A Land of Timeless Wonders and Magic,45,0
from Egypt and a big fan,44,0
you can build a you can do Absolute W,43,0
As an I am proud to be Egyptian and proud of,43,0
Part is crazy,43,0
We are going to the,42,0
Imagine that I studied Egyptian archaeology for four yet this is the first time I have seen these rooms and tombs inside the,42,0
nolan is literally me xD,42,0
This video is very It introduced us to the Egyptian which is one of the greatest civilizations in the I am proud to be,41,0
Still,40,0
I SPENT INSIDE THE PYRAMID PYRAMID TOUR,40,0
This is definitely the best video the beast has ever I have not had the opportunity to be in these pyramids and here I could see how great they Wooo,40,0
braineating,40,0
From we are very happy to have you in Egypt and to visit the,40,0
Watching from nepal,39,0
Thank you for this incredible As someone from the royal Egyptian this was a fascinating and valuable learning,38,0
Egyptian Arabic dialect Your are you They are,38,0
Egyptian and so proud,37,0
smack that ahh,37,0
I am so I am very,37,0
The video ended without even really interesting video that shows the greatness of the Egyptians and how they built these awesome peices of Much love to the Egyptians,37,0
actually no the camel with the hat is better,37,0
Love from Bangladesh,37,0
Because you gave them millions of,37,0
This is genuinely the best video mrbeast has ever,36,0
Who is watching this,36,0
Mrbeast teaches you more knowledge than a History Teacher,36,0
So proud to be,35,0
You guys have no fear of Thanks for the,35,0
Doing what most and sharing it with the I LOVE,35,0
I am proud to be,34,0
How did bro pull this,34,0
I went to Egypt in and it was the most amazing trip I also climbed in the great pyramid What an awesome I would definitely visit Egypt,34,0
One of your best But why the Egyptians use a robot to discover the tunnel in grave at,34,0
Evening is ligal when u have,34,0
ancient Egyptians had,33,0
still water,33,0
This video proves a lot about the greatness of Egypt and the It is wonderful It is the greatness of I hope you enjoyed this,33,0
Bro isnt there brain eating amoeba,32,0
What a The tour guides were so,32,0
who is ummati of Muhammad,32,0
still water brain eating amoeba,31,0
As an Egyptian who loves I am proud that the ancient Egyptians did Egypt is one of the most wonderful and beautiful countries,31,0
Karl is definitely getting a brain eating ameoba after this,31,0
your consistency even after releasing beast games is Btw loved beast,30,0
I am and I must say this is your finest piece of work by This is amazing,30,0
The strongest and greatest episode,30,0
This civilization and beauty are only in We are glad you,30,0
still water Who,30,0
I am Egyptian and proud,30,0
Egyptian civilization and the pyramids will remain a wonder of the world throughout time,29,0
This episode is the strongest and greatest without you are in civilization was born before history was written,29,0
YOOO THIS IS,29,0
Egypt then history,29,0
The Egyptian guys were so and They really made this video even more,29,0
Definitely one of the BEST PYRAMID Thank you for,29,0
As an very happy to see this video Egypt and our history are great,28,0
is this dude,28,0
a great Who agrees with ancient What could be,28,0
Egypt is who agrees with me,28,0
Bro really got me rollin from the the under,28,0
coz the video will definitely increase the tourism rate,27,0
I am proud to be from Egypt,27,0
Egypt is the greatest civilization in the history,27,0
We are honored by your,27,0
Egypt is the best,27,0
As an this is the first time I see and hear about the things shown in this this is one of the best videos ever,27,0
Quite a incredible adventure And i just escribe Sending to the,26,0
This is crazy As the ancient Egyptians still dazzle the,26,0
But what was written on the cealing at,26,0
This masterpiece should atleast be hour long,26,0
Bro Egyptian and this is the first time i saw this art and listen to these stories Thx to share this beauty to the world a big honor to,26,0
who is the king,25,0
why havent they put RC drones down,25,0
Proud to be This video gave me history is truly is why Egypt is the,25,0
I am proud to be from Egypt,25,0
Granmisterio te manda VM Granmisterio sends you,25,0
Bro,24,0
This is the definition of Can Get You,24,0
You are born for making history,24,0
Is there any here watching and enjoying it,24,0
Honestly I think this is the best video ever u have created before,24,0
I thought they had the three stars Marias,24,0
Imagine if they found some rare toumb would have been crazy or somting rare,24,0
Thanks for amazing trip to,23,0
I am obsessed with Egypt I love it thank you,23,0
From now i am also a friend of Gang of khofu,23,0
Egypt came then history came after,23,0
Who is,22,0
still water,22,0
As an I absolutely loved this vid,22,0
I am proud to be Egyptian Our civilization is the most wonderful in the We are happy for your visit to Egypt I hope it will not be the first and last You are all welcome to Egypt at any,22,0
still water,22,0
What a great history This was so cool and makes me want to hop on a plane to,22,0
Iam impressed,22,0
Egypt is i have been there last year on vacation and saw the pyramids Amazing experience truly the wonders of the ancient world Amazing video,22,0
Still,22,0
poland mentioned,21,0
The Egyptian guys were so and They really made this video even more enjoyable to,21,0
Where the history Thank you so much for this First time to see this as an Egyptian,21,0
somehow this could be meme potential about pyramids,21,0
Me and a pharaoh has the same,21,0
I am Egyptian and i love watching your videos very much and I love you very much,21,0
This video needs an extended video documentary There must be so much more footage,21,0
This is a complete selection to which is far superior to scrolling,21,0
Littering inside of an ancient historical monument with your cheap toys is actually,21,0
mohamed,21,0
It is an amazing and crazy The most beautiful video ever is that in the land of magic,21,0
As an Egyptian who studies Egyptian I find this very Thank you For this wonderful,20,0
As an Welcome to our ancient is one of the best videos ever,20,0
no way Egyptians built They inherited,20,0
I cannot believe the access you Wish I was with you for a truly once in a lifetime trip,20,0
i been watching you for years and in years i watched vids,20,0
from bangladesh,20,0
This is one of the best videos seen in a long vid,20,0
Now this is interesting content,20,0
is that not still water that just swimming,19,0
Why it in the,19,0
Here is here is here is the mother of the world,19,0
This might actually be the best video you have ever made,19,0
smack that ahh,19,0
the,19,0
am Egyptian and proud of Welcome to,18,0
not fero feron now mummy is in a museum,18,0
I am Egyptian and I am proud of our ancient This is a wonderful,18,0
you went into still water with brain eating amoebas,18,0
This might be the best video ever somewhere that people been to is crazy,18,0
Very nice,18,0
Thousands of years building and still years under one,18,0
Bro really was the first clan,18,0
Egypt is the one that taught the world and and how great you Egypt,18,0
thats what she said,18,0
This is the most incredible thing ever,18,0
is he really yawning in the freaking,18,0
Love for Pakistan,18,0
We want more videos about,18,0
We ABSOLUTELY need the long video version of,17,0
As an this is one of the best videos ever,17,0
What a cool adventure to be,17,0
JUST,17,0
anyone from,17,0
As Arabian Yemeni so proud of Egyptian culture,17,0
We definitely need a longer version of I love Egypt,17,0
legit in a Egypt class and I already learned about all this and we are about to finish the unit with building pyramids and presenting it is really fun and it is really cool to see you make this video while learning about this,17,0
THAT SIGH,17,0
def smth there,16,0
LOWWWWW TAPER FADE,16,0
Vm granmisterio says,16,0
As an egyptian fun seeing the things we were taught being proven and how our ancestors gave us the dedicated personallities we have,16,0
BEST VIDEO YET MRBEAST,16,0
I truly deeply hope you allow universities and students to use these images and more if you have The value of these for History is impossible to,16,0
I worry about the disrespect so much as much as The,16,0
This video totally tels if you have money you can do anything,16,0
This is,16,0
Egypt then came There is still much yet to be I am proud to be a grandson of the,16,0
a supermacy Propaganda Egyptians did built them,16,0
The Egyptian civilization is one of the most incredible parts of history,16,0
Welcome to Egypt,15,0
As an I love your much appreciated,15,0
What a blessing,15,0
The pyramids symbolize ancient built thousands of years ago as royal They showcase Egyptian advancements in and making Egypt the cradle of,15,0
First time i See and Hear about the things showing in this this is one of best videos ever made,15,0
This was such an incredible adventure to As an I love seeing the beauty and mystery of our pyramids being appreciated in such a unique The effort and dedication you and your team put into this experience are truly Thanks for sharing this amazing journey with the Ihab Rizk,15,0
This was one of the more natural Love it,15,0
best part of the video,15,0
I am an Egyptian and I am proud to have the greatest civilization in the,15,0
I hope you visit Qaitbay Citadel in it is full of great Egyptian,15,0
Egyptians were the NO MORE ABOUT,15,0
You Damn Egyptians Built If you can build pyramid then you can built,15,0
Welcome to,15,0
Egipto Greetings from,14,0
This is genuinely the coolest video I have ever seen,14,0
Bro went back for that,14,0
I am coming to Egypt,14,0
Egypt is the best place in the world,14,0
Anyone want to travel Egypt after seeing this,14,0
hours inside the pyramids is not just a a journey back in Thank you for bringing a whole new perspective on an ancient,14,0
So,14,0
Just before a device in the corner,14,0
Anyone watching this after recent discovery in Egypt about columns under the pyramids,14,0
Egyptian and This video is going to be,14,0
They all finna get,14,0
So proud of being Egyptian belong to this civilization,14,0
Its not a Its a tool to generate electricity,13,0
This is one of the mrbeast videos that I would say could be used as an educational tool in a Thank you Mrbeast for stepping out of your and bringing us truly amazing,13,0
This was such an incredible adventure to As an I love seeing the beauty and mystery of our pyramids being appreciated in such a unique The effort and dedication you and your team put into this experience are truly Thanks for sharing this amazing journey with the world,13,0
Proud and happy to be,13,0
I been in love with history since the grade and this video gave me the biggest smile throughout the whole just learning and being entertained at the same time is top tier stuff,13,0
happy to see you in the greatest place in the Egypt,13,0
I need to travel to This was,13,0
Egyptians are the builders,13,0
Love the This was so Would love to see an extended cut and even more history,13,0
ALWAYS UNIQUE CONTENT,13,0
still,13,0
so proud,13,0
Proud to be Egyptian,13,0
Super,13,0
As an Egyptian this is the first time I see and hear about the things shown in the video Honestly this is one rhe best video you have ever made,13,0
This is a great video,13,0
Whose watching right now,13,0
Wow I am really proud because I am Egyptian,12,0
Bro said I want to here what he tink of this in,12,0
This is the best video Love ancient,12,0
Egypt gave you all the warmest You had both the director of the pyramids and Zahi Hawass with you showing you these rarely opened Fantastic and a fantastic video,12,0
This is one of the best videos ever,12,0
If you can build a you can do Greatest civilization ever,12,0
EGYPT Is so beautiful,12,0
Egyptian and so proud of our incredible history and Egypt has given so much to the from the pyramids to ancient science and Love seeing Egypt getting,12,0
I am but without a this video is the greatest and most enjoyable video I have ever seen,12,0
All love for all peoples from here the mother of the world is Egypt,12,0
Can we get a This is the coolest thing ever seen,12,0
Can we see a longer Should be super interesting to see more details and,12,0
Every one is welcome to visit and enjoy thier time in Egypt,12,0
Egypt is the cradle of civilizations throughout It is truly very I have read a lot about the Pharaohs,12,0
It is where history and greatness,12,0
I think this video Will break the all records,12,0
if the water was,12,0
Thank you for this you guys are As a I currently travel to but through this you made this experience possible for,12,0
ah I too enjoy brain eating,12,0
Egypt does not only have the there are many mysteries and exciting archaeological sites that are worth visiting and You will not regret the and anyone who wants help in if you want enjoy,12,0
Make a video about spending hours in the Valley of the Kings in Upper Egypt,11,0
We really need an extended version of this legendary,11,0
That dude is fed up with your swarms plugs XD,11,0
Now you have entered Master Beast,11,0
These Egyptian dudes are awesome,11,0
Where are the Cristiano Ronaldo,11,0
I am from Yemen and I love Egypt and the Egyptian people,11,0
Great move to boost tourism,11,0
Love Egypt from Greece,11,0
Next vid gonna be SPENT HOURS IN THE,11,0
The owner of the Palestinian shawl or the keffiyeh is very He conveyed a wonderful message through one of the most famous influencers in the world,11,0
I think I went there,11,0
proud to be Egyptian and proud of our great history and,11,0
why is there an intercom on the wall,11,0
Some of the coolest stuff ever seen on Thank,11,0
I swear I saw Shrek in the background at,11,0
Welcome to the land of Egyptian civilization,11,0
These Egyptian dudes are awesome,11,0
Who are these people whose names are written,11,0
This has to be your best content packed and I think I speak for the people when I say we need an uncut version for the hours of,11,0
I am proud to be Egyptian and happy that the world is aware of its,11,0
amazing that I can see the interior of the pyramid through this I admire your,11,0
its true i have seen it at super mario odysey,10,0
me off this Got me flying to Jupiter without a And,10,0
This was such an incredible adventure to watch as an Egyptian i love to tell you that This is just a small part of the amount of adventures you can discover about Egypt Thanks For sharing This amazing journey with the World,10,0
Egypt is the cradle of civilizations,10,0
TE SALUDO A NOMBRE DE IVAN MARTINEZ DE VM GRAN MISTERIO,10,0
Omds these cave diggers,10,0
This experience would be terrifying for me but also cool at the same time,10,0
This mins of video is The whole video is,10,0
Ancient Egyptians discovered geometry,10,0
thats what she said,10,0
low taper fade,10,0
Welcome to egypt,10,0
As someone who loves history and I LOVE this,10,0
As we allowed to reach most of these Although you rented our pyramids for,10,0
after the aliens built them No,10,0
Bro if that was still water,10,0
Build another,10,0
Still water if it contains Brain eating,10,0
This video really made me want the pyramids now without still a big mystery,10,0
This is the best episode ever and as an Egyptian I hope for another part,10,0
Look how Zahi tryes to convince people that they built pyramids,10,0
as an this is the first time come across the things shown in this An amazing experience and one of the best videos ever,10,0
We are here,9,0
I AM IN THANK YOU GUYS FOR MAKING ME SEE A GLIMPSE OF THE WORLD IN THE BEGINNINGS,9,0
This is totally insane and breathtaking,9,0
As an Egyptian proud of our ancient history I subscribed because of this video,9,0
Jimmies next vid hours at Area,9,0
This video was learned a,9,0
Proud to be egyptian,9,0
Tariq I love you so much for supporting Palestinians I greet you from Jordan,9,0
Really cool I felt that I traveled in time it is a beautiful and enjoyable adventure,9,0
this is one of the best videos ever made HISTORY,9,0
You had all that access and turned it into a Thats a whole documentary series right,9,0
Those people sure did Tag up that,9,0
I am an but this is the first time that I heard about these you for this information,9,0
Bro bought a property in egypt,9,0
When the most famous canal meets the most powerful civilization known to this is the Video of thank you Greetings from the,9,0
bought a property in ahh video,9,0
Welcome to Cradle of history and,9,0
And you bring Ammar from,9,0
I figure probably pretty cold their cause u seen an rv,9,0
Shout out to the drone,9,0
This is the greatness of the they are a great people,9,0
A beautiful added by and you also added to the world what they had not seen about the pyramids of our ancient Egyptian Greetings to all of,9,0
Watching this from Philippines at This Video is,9,0
getting Brain Eating Amoeba in our skull with,9,0
But no mummy was seen here,9,0
Very one of the seven wonders of the Come the magnificence of the beauty and grandeur of the pyramids and the greatness of the Egyptian It is the oldest in the,9,0
Thanks for,9,0
Zahed is a living legend,9,0
What a great nation Egypt,9,0
As someone whose visited the Giza Pyramids and adventured into the Kings I hope this video inspires many others to travel and experience firsthand these type of exhilarating,9,0
You are indeed the GOAT of this Awesome work team,9,0
You really tricked me it was,8,0
thanks greetings from Indonesia,8,0
Proud to be Egyptian,8,0
He may be the first YouTuber that ever does this awesome a,8,0
We need an extended cut of must be hours worth of cool,8,0
Proud to be Egyptian,8,0
Of course why would you even ask such a Wow,8,0
Thank you to respecting egyptain culture,8,0
I am from Sudan and I really love the people of Egypt,8,0
So proud as being an Egyptian,8,0
hours in a This is,8,0
I am Egyptian and I am very proud and very happy with this information because it is the first time I hear and see We hope that you will make more videos about the ancient Pharaonic,8,0
VM GRANMISTERIO TE SALUDA,8,0
Casually dives into still water,8,0
Wow Egypt is the land of civilization and mysteries,8,0
This was exactly what I,8,0
people,8,0
VM Great Mystery greets you,8,0
from Egypt I hope you enjoyed your stay in Egypt and I happy that you enjoyed the pyramids,8,0
escribe is insca and the idk and the,8,0
True This was one of the best episodes ever,8,0
Welcome to Egypt,8,0
Proud to be Egyptian,8,0
what the,8,0
This is by far the best video you ever,8,0
when is there going to be a season,8,0
Bro created a history while doing,8,0
VM Great Mystery greets you,8,0
Triple tap to listen to,8,0
As an this is the first time I see and hear about the things shown in this this is one of the best videos ever,8,0
This is the best video of ancient Egyptian,8,0
Wow thank you so much for the beautiful look inside,7,0
These egyptians are awesome dude,7,0
Do people realize that this is probably the craziest video they will ever,7,0
And still there are a lot of of undiscovered treasures and proud to be Egyptian and pharaohs,7,0
We are the Egyptians of the present and future,7,0
Welcome to here is here is here are the great people,7,0
Who are you seeing from,7,0
As a I have not seen this thank you for those who make this wonderful video and thank Mister,7,0
THIS IS YOUR BEST CONTENT,7,0
you Definitely have unrestricted access,7,0
Way more entertaining then I thought it would Your editors are amazing,7,0
Still some say money buy happiness,7,0
As an I was amazed by the things shown in that Egypt is the mother of the world and the continuation of,7,0
This might just be the best thing ever made,7,0
that was right after the aliens built no aliens,7,0
reminds me of the movie above so,7,0
Only beast can do this,7,0
Doing what most cant and documenting it for the whole world to I LOVE IT,7,0
Imagine being an ancient pharaoh and the mrbeast is one of the few people to see your burial chamber in thousands of years,7,0
Chandlers back,7,0
Egyptian and proud,7,0
Welcome to I am the Egyptian who suggested you this visit more than once several months ago happy to see that,7,0
Thank you for this wonderful This video is the biggest gift to Egyptian tourism,7,0
